,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Santa Barbara,US,34.7333,-120.0343,71.22,57,0,11.5,clear sky
463,Haines Junction,CA,60.7522,-137.5108,51.75,71,100,10.36,overcast clouds
464,Panjab,AF,34.388,67.0233,37.58,38,0,5.99,clear sky
465,Maniitsoq,GL,65.4167,-52.9,38.52,62,100,17.05,overcast clouds
466,Abalak,RU,58.1286,68.5944,39.22,93,100,7.29,light rain
467,Jinxiang,CN,27.4327,120.6062,67.62,85,100,14.34,overcast clouds
468,Rawah,IQ,34.4816,41.9093,79.32,18,38,6.89,scattered clouds
469,Matiri,TZ,-10.75,34.9,63.23,40,2,3.13,clear sky
470,Weligama,LK,5.9667,80.4167,75.88,87,99,3.49,light rain
471,Carutapera,BR,-1.195,-46.02,79.47,77,44,7.92,scattered clouds
472,Morro Bay,US,35.3658,-120.8499,78.39,69,6,8.99,clear sky
473,Vestby,NO,59.6024,10.7467,46.15,82,47,5.01,scattered clouds
474,Ochakiv,UA,46.6128,31.5498,51.58,62,0,11.54,clear sky
475,Priiskovyy,RU,51.9333,116.6333,25.32,56,6,2.13,clear sky
476,San Pedro De Macoris,DO,18.4616,-69.2972,86.13,78,59,6.2,broken clouds
477,Warman,CA,52.3168,-106.5679,44.51,39,40,8.05,scattered clouds
478,Ostrovnoy,RU,68.0531,39.5131,47.37,90,100,22.1,overcast clouds
479,Dunedin,NZ,-45.8742,170.5036,55.8,65,93,1.99,overcast clouds
480,Cidreira,BR,-30.1811,-50.2056,64.18,97,79,8.81,broken clouds
481,Surin,TH,14.8818,103.4936,71.98,81,37,7.23,scattered clouds
482,Richmond,US,37.5538,-77.4603,67.98,85,100,5.75,overcast clouds
483,Zyryanka,RU,65.75,150.85,-0.26,97,53,8.77,broken clouds
484,Henties Bay,NA,-22.116,14.2845,59.61,86,30,6.64,scattered clouds
485,Tabora,TZ,-5.0167,32.8,75.9,43,88,6.85,overcast clouds
486,Verkh-Usugli,RU,52.7,115.1667,20.93,63,11,2.86,few clouds
487,Nemuro,JP,43.3236,145.575,59.67,85,100,16.31,light rain
488,Puerto Ayacucho,VE,5.6639,-67.6236,76.46,92,100,6.98,light rain
489,Huangmei,CN,30.1924,116.025,61.14,59,7,6.89,clear sky
490,Neiafu,TO,-18.65,-173.9833,84.88,79,40,10.36,scattered clouds
491,Padang,ID,-0.9492,100.3543,76.12,87,100,2.75,light rain
492,Dandong,CN,40.1292,124.3947,37.62,53,0,5.97,clear sky
493,Maniwaki,CA,46.3834,-75.966,50.38,66,100,4.61,overcast clouds
494,Junagarh,IN,19.8667,82.9333,72.27,93,1,1.88,clear sky
495,Saint-Joseph,RE,-21.3667,55.6167,68.38,83,28,7.31,scattered clouds
496,Zhangye,CN,38.9342,100.4517,44.76,29,5,4.83,clear sky
497,Hay River,CA,60.8156,-115.7999,46.38,42,40,13.8,scattered clouds
498,Tabriz,IR,38.08,46.2919,62.06,29,40,9.22,scattered clouds
499,Alpena,US,45.0617,-83.4327,49.17,78,100,1.01,overcast clouds
500,Kristiansund,NO,63.1115,7.732,47.05,87,100,3.44,light intensity drizzle
501,Peleduy,RU,59.6289,112.7406,28.9,87,100,7.27,overcast clouds
502,Wasilla,US,61.5814,-149.4394,49.55,80,100,6.91,light rain
503,Touros,BR,-5.1989,-35.4608,77.65,79,6,17.94,clear sky
504,Durazno,UY,-33.4131,-56.5006,58.73,79,99,11.56,overcast clouds
505,Morropon,PE,-5.1822,-79.9689,85.71,39,65,11.61,broken clouds
506,Annamalainagar,IN,11.4,79.7333,77.85,87,71,6.22,broken clouds
507,Kulhudhuffushi,MV,6.6221,73.07,80.31,82,100,20.47,overcast clouds
508,Melfort,CA,52.8667,-104.6177,35.73,48,84,3.44,broken clouds
509,Dumai,ID,1.6833,101.45,73.04,99,100,2.44,light rain
510,Porto Novo,BJ,6.4965,2.6036,80.42,87,77,4.59,broken clouds
511,Ostersund,SE,63.1792,14.6357,36.05,100,100,4.0,fog
512,Rincon,US,32.296,-81.2354,77.95,75,6,2.42,clear sky
513,Gao,ML,16.6362,1.637,86.34,12,14,10.13,few clouds
514,Nalut,LY,30.3333,10.85,71.6,41,23,11.03,few clouds
515,Hirara,JP,24.8,125.2833,80.87,94,75,9.22,broken clouds
516,Komsomolskiy,UZ,40.4272,71.7189,57.92,33,93,2.3,overcast clouds
517,Veraval,IN,20.9,70.3667,78.64,48,81,11.25,broken clouds
518,Gravdal,NO,68.1214,13.5031,46.4,79,99,10.63,overcast clouds
519,Chauk,MM,20.8833,94.8167,76.68,93,100,4.63,overcast clouds
520,Hamada,JP,34.8833,132.0833,66.11,79,58,4.92,broken clouds
521,Lockhart,US,28.6194,-81.4426,85.93,66,0,11.5,clear sky
522,Motygino,RU,58.1831,94.7592,29.17,79,92,3.0,overcast clouds
523,Krasnoselkup,RU,65.7,82.4667,31.73,99,100,5.46,overcast clouds
524,Westport,US,41.1415,-73.3579,64.38,69,0,9.22,clear sky
525,Udachnyy,RU,66.4167,112.4,18.3,97,100,4.18,light snow
526,Bayan,CN,46.0833,127.4,34.36,72,38,7.83,scattered clouds
527,Harindanga,IN,22.0383,88.3214,75.22,79,9,5.99,clear sky
528,Valparaiso,CL,-33.0393,-71.6273,59.47,92,0,14.97,clear sky
529,Esmeralda,CU,21.8525,-78.1169,82.78,70,43,9.08,scattered clouds
530,Kupang,ID,-10.1667,123.5833,80.53,79,72,3.98,broken clouds
531,Tilichiki,RU,60.4667,166.1,16.92,86,35,6.31,scattered clouds
532,Karpogory,RU,64.0019,44.4451,43.47,90,96,8.19,overcast clouds
533,Nortelandia,BR,-14.4547,-56.8028,88.25,36,75,3.8,broken clouds
534,Kloulklubed,PW,7.0419,134.2556,82.9,71,98,15.12,overcast clouds
535,Gazanjyk,TM,39.2446,55.5154,66.83,41,19,7.56,few clouds
536,Banamba,ML,13.55,-7.45,81.84,49,45,6.93,scattered clouds
537,Gladstone,AU,-23.85,151.25,73.78,68,75,10.36,broken clouds
538,Mahenge,TZ,-8.6833,36.7167,60.48,84,12,3.67,few clouds
539,Mnogovershinnyy,RU,53.9353,139.9242,29.43,97,100,19.57,snow
540,Longford,IE,53.7333,-7.8,50.49,89,99,13.11,overcast clouds
541,Sonkovo,RU,57.7782,37.1571,44.58,75,100,16.37,overcast clouds
542,Svetlogorsk,BY,52.6333,29.7333,45.1,61,100,12.15,overcast clouds
543,Moose Factory,CA,51.2585,-80.6094,44.6,100,100,6.91,overcast clouds
544,Hartford,US,41.7668,-72.7662,61.0,76,0,0.0,clear sky
545,Tual,ID,-5.6667,132.75,83.35,78,99,9.1,overcast clouds
546,Oranjemund,NA,-28.55,16.4333,59.67,88,4,2.21,clear sky
547,Longhua,CN,23.6137,114.1919,74.37,36,99,5.64,overcast clouds
548,New Amsterdam,GY,6.25,-57.5167,78.12,83,100,5.01,overcast clouds
549,Russkaya Polyana,UA,49.417,31.9201,41.9,71,8,1.5,clear sky
550,Almeirim,BR,-1.5233,-52.5817,82.89,65,89,3.91,overcast clouds
551,Tateyama,JP,34.9833,139.8667,69.73,100,75,2.3,mist
552,Port Shepstone,ZA,-30.7414,30.455,67.69,85,100,18.92,overcast clouds
553,Maumere,ID,-8.6199,122.2111,81.52,72,100,1.83,moderate rain
554,Salalah,OM,17.0151,54.0924,77.09,73,0,3.44,clear sky
555,Khani,GE,41.9563,42.9566,49.57,80,99,4.97,overcast clouds
556,Hinton,CA,53.4001,-117.5857,71.49,27,5,3.74,clear sky
557,Mweka,CD,-4.85,21.5667,66.34,100,97,2.15,overcast clouds
558,Verkhovazhye,RU,60.7472,42.0465,44.67,86,100,10.71,overcast clouds
559,Nizwa,OM,22.9333,57.5333,74.32,28,98,2.53,overcast clouds
560,Formosa,AR,-26.1775,-58.1781,80.58,54,20,8.05,few clouds
561,Hangu,CN,39.2489,117.7892,46.44,24,0,10.07,clear sky
562,Zalantun,CN,48.0,122.7167,31.42,57,3,11.88,clear sky
563,Salisbury,GB,51.0693,-1.7957,62.69,92,100,16.11,overcast clouds
564,Kununurra,AU,-15.7667,128.7333,80.58,74,99,5.75,overcast clouds
565,Ganzhou,CN,28.8184,115.4327,62.91,54,3,9.01,clear sky
566,Magnolia,US,33.2671,-93.2393,71.29,73,100,0.83,overcast clouds
567,Calvinia,ZA,-31.4707,19.776,58.77,75,5,4.63,clear sky
568,Fortuna,US,40.5982,-124.1573,70.92,57,20,11.5,few clouds
569,Unguia,CO,8.0434,-77.0945,80.62,95,100,2.13,overcast clouds
570,Marrakesh,MA,31.6315,-8.0083,69.87,56,40,4.61,scattered clouds
571,Mwinilunga,ZM,-11.7358,24.4293,66.67,49,82,4.43,broken clouds
572,Pacific Grove,US,36.6177,-121.9166,69.48,71,100,6.91,overcast clouds
573,Ubauro,PK,28.1652,69.7289,74.84,20,0,2.93,clear sky
574,Rio De Janeiro,BR,-22.9028,-43.2075,76.96,70,0,13.8,clear sky
575,Jiaocheng,CN,24.6774,116.1389,70.52,55,100,5.08,overcast clouds
576,Tacoronte,ES,28.4769,-16.4102,66.4,93,20,8.05,few clouds
577,Kropotkin,RU,45.4375,40.5756,56.1,69,100,17.22,overcast clouds
578,Rhondda,GB,51.659,-3.4489,58.37,88,100,13.73,overcast clouds
579,Araouane,ML,18.9048,-3.5265,88.99,8,82,7.72,broken clouds
580,Santa Cruz,BO,-17.8,-63.1667,87.85,45,80,5.75,broken clouds
581,Bay Roberts,CA,47.5999,-53.2648,54.34,88,100,8.01,overcast clouds
582,Bac Lieu,VN,9.285,105.7244,74.93,92,93,6.15,overcast clouds
583,Oistins,BB,13.0667,-59.5333,80.69,83,20,8.05,few clouds
584,Talnakh,RU,69.4865,88.3972,29.21,94,100,8.1,overcast clouds
585,Cervo,ES,43.6702,-7.4101,57.96,89,99,2.91,light rain
586,Grand Forks,US,47.9417,-97.4337,39.13,41,20,19.57,few clouds
587,Hatillo,PR,18.4863,-66.8254,81.16,89,65,3.0,broken clouds
588,Jinchang,CN,38.4953,102.1739,43.68,32,8,1.54,clear sky
589,Avera,US,33.194,-82.5271,77.38,42,30,6.85,scattered clouds
590,Yulara,AU,-25.2406,130.9889,73.44,48,6,6.78,clear sky
591,Mukhen,RU,48.1,136.1,36.39,74,44,3.96,scattered clouds
592,Elko,US,41.0002,-115.5012,72.05,12,0,5.99,clear sky
593,Lazaro Cardenas,MX,17.9583,-102.2,84.49,73,95,6.85,overcast clouds
594,Berbera,SO,10.4396,45.0143,82.54,69,27,6.08,scattered clouds
595,Marienburg,PL,54.0359,19.0266,56.88,91,94,7.52,overcast clouds
596,Dunmore East,IE,52.1514,-6.9861,57.99,72,54,28.25,broken clouds
597,Pevek,RU,69.7008,170.3133,6.91,96,96,4.94,overcast clouds
598,Bowen,AU,-20.0167,148.2333,77.27,71,99,6.6,overcast clouds
599,Darhan,MN,49.4867,105.9228,26.37,56,2,7.0,clear sky
600,Hovd,MN,48.0056,91.6419,30.97,47,77,1.21,broken clouds
601,Vao,NC,-22.6667,167.4833,71.01,68,15,7.25,few clouds
602,Kotelnikovo,RU,47.6317,43.1461,42.46,59,30,9.71,scattered clouds
603,Kangaba,ML,11.9333,-8.4167,76.69,70,49,4.12,scattered clouds
604,Saint-Georges,GD,12.0564,-61.7485,79.84,80,7,7.83,clear sky
605,Bichena,ET,10.45,38.2,52.9,70,51,2.3,broken clouds
606,Deputatskiy,RU,69.3,139.9,13.08,94,100,4.83,overcast clouds
607,Ohara,JP,35.25,140.3833,71.73,90,100,6.82,overcast clouds
608,Lithakia,GR,37.7167,20.8333,52.97,63,5,10.36,clear sky
609,Naberera,TZ,-4.2,36.9333,60.33,84,11,7.63,few clouds
610,Wuwei,CN,37.9281,102.6414,43.36,34,0,1.97,clear sky
611,Kaura Namoda,NG,12.5898,6.5779,79.3,23,40,3.18,scattered clouds
612,Chitipa,MW,-9.7024,33.2697,65.1,48,38,7.72,scattered clouds
613,Luleburgaz,TR,41.4039,27.3592,53.46,75,0,8.5,clear sky
614,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,81,0,7.0,clear sky
615,Half Moon Bay,US,37.4636,-122.4286,72.88,69,100,9.22,overcast clouds
616,Lorengau,PG,-2.0226,147.2712,82.4,77,96,6.71,overcast clouds
617,Iralaya,HN,15.0,-83.2333,81.09,84,96,8.01,light rain
618,Nchelenge,ZM,-9.3451,28.734,75.85,66,75,12.75,broken clouds
619,Curuca,BR,-0.7289,-47.8481,79.02,79,97,6.55,overcast clouds
620,Teya,RU,60.3778,92.6267,31.75,74,100,3.2,overcast clouds
621,Tokur,RU,53.1333,132.9,22.14,92,85,5.17,overcast clouds
622,Sorong,ID,-0.8833,131.25,78.46,85,100,5.37,overcast clouds
623,Uribia,CO,11.7139,-72.266,85.89,66,90,10.56,overcast clouds
624,Hobe Sound,US,27.0595,-80.1364,82.99,68,40,10.36,scattered clouds
625,Flin Flon,CA,54.7682,-101.865,33.64,40,100,5.75,overcast clouds
626,Kahului,US,20.8947,-156.47,87.82,59,0,21.85,clear sky
627,Haicheng,CN,40.8516,122.7475,36.54,46,0,3.56,clear sky
628,Remontnoye,RU,46.5614,43.6501,46.6,49,99,13.15,overcast clouds
629,Loandjili,CG,-4.7561,11.8578,76.64,89,88,3.51,overcast clouds
630,Havelock,US,34.8791,-76.9013,75.18,74,0,6.91,clear sky
631,Sarangani,PH,5.4033,125.4636,82.94,77,100,9.6,overcast clouds
632,Port Hardy,CA,50.6996,-127.4199,73.58,40,0,5.75,clear sky
633,Angoche,MZ,-16.2325,39.9086,73.49,83,0,5.53,clear sky
634,Port Lincoln,AU,-34.7333,135.8667,58.42,77,70,17.49,broken clouds
635,Parati,BR,-23.2178,-44.7131,69.96,97,98,1.97,overcast clouds
636,Kayiry,UA,46.9454,33.7059,50.45,67,0,10.22,clear sky
637,Korem,ET,12.5058,39.5228,54.5,58,5,3.27,clear sky
638,Cairns,AU,-16.9167,145.7667,82.11,72,40,9.22,scattered clouds
639,Eureka,US,40.8021,-124.1637,71.19,69,3,8.46,clear sky
640,Ozernovskiy,RU,51.5,156.5167,45.0,61,100,15.39,overcast clouds
641,Megion,RU,61.0296,76.1136,35.62,94,100,2.66,overcast clouds
642,Tiarei,PF,-17.5333,-149.3333,84.22,73,1,16.11,clear sky
643,Inhambane,MZ,-23.865,35.3833,71.89,85,98,2.86,overcast clouds
644,Canto Do Buriti,BR,-8.11,-42.9444,84.24,27,0,5.55,clear sky
645,Sorkjosen,NO,69.8,20.9333,37.4,93,100,1.14,overcast clouds
646,Ridgecrest,US,35.6225,-117.6709,85.68,25,0,5.75,clear sky
647,Anakapalle,IN,17.6833,83.0167,78.75,93,13,3.76,few clouds
648,Alta Floresta,BR,-9.8756,-56.0861,76.91,70,88,2.21,overcast clouds
649,Plettenberg Bay,ZA,-34.0527,23.3716,65.59,86,100,4.63,overcast clouds
650,Xai-Xai,MZ,-25.0519,33.6442,70.72,89,95,6.87,overcast clouds
651,Waingapu,ID,-9.6567,120.2641,81.12,78,100,5.86,overcast clouds
652,Vanimo,PG,-2.6741,141.3028,77.9,91,100,3.74,overcast clouds
653,Panama City,PA,8.9936,-79.5197,83.44,86,40,3.44,scattered clouds
654,Larreynaga,NI,12.6769,-86.5719,81.55,90,99,4.23,overcast clouds
655,Tabatinga,BR,-4.2525,-69.9381,77.09,88,40,1.14,scattered clouds
656,Zhicheng,CN,30.2956,111.5047,63.03,47,10,6.24,clear sky
657,Sarkand,KZ,45.41,79.9186,55.53,30,92,3.91,overcast clouds
658,Bihar,RO,47.15,21.9167,50.11,94,5,8.05,clear sky
659,Mata Grande,BR,-9.1175,-37.7322,73.11,55,10,12.33,clear sky
660,Sandviken,SE,60.6167,16.7667,47.1,91,100,13.31,overcast clouds
661,Storforshei,NO,66.4043,14.5233,34.66,100,21,2.3,few clouds
662,Prainha,BR,-1.8,-53.48,86.05,55,83,5.26,broken clouds
663,Nizhniy Ingash,RU,56.2,96.53,30.65,71,30,3.13,scattered clouds
664,Semme,FR,46.1963,1.5007,64.81,70,98,11.92,overcast clouds
665,Revda,RU,56.801,59.9303,39.87,92,100,8.93,overcast clouds
666,Amahai,ID,-3.3333,128.9167,78.19,86,100,3.67,overcast clouds
667,Roma,US,43.2128,-75.4557,57.72,57,20,4.61,few clouds
668,Mporokoso,ZM,-9.3727,30.125,72.37,36,88,0.29,overcast clouds
669,Lac Du Bonnet,CA,50.2536,-96.0612,31.98,54,29,12.53,scattered clouds
670,Warmbad,NA,-28.45,18.7333,66.97,52,51,7.43,broken clouds
671,Arak,IR,34.0917,49.6892,59.23,24,11,1.5,few clouds
672,Porbandar,IN,21.6422,69.6093,79.61,42,100,6.87,overcast clouds
673,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,83,20,4.61,few clouds
674,Taksimo,RU,56.3444,114.8794,17.89,84,30,3.18,scattered clouds
675,Pangody,RU,65.85,74.4859,37.9,92,100,5.14,overcast clouds
676,Basar,IN,27.9833,94.6667,58.84,74,2,2.75,clear sky
677,Lingao,CN,19.9103,109.6859,76.89,62,100,11.92,overcast clouds
678,San Jose Iturbide,MX,21.0,-100.3833,80.11,29,3,7.36,clear sky
679,Natal,BR,-5.795,-35.2094,77.65,83,20,13.8,few clouds
680,Coracora,PE,-15.0333,-73.7833,53.89,53,81,8.9,broken clouds
681,Atambua,ID,-9.1061,124.8925,76.08,80,49,2.93,scattered clouds
682,Soyo,AO,-6.1349,12.3689,76.86,85,93,7.45,overcast clouds
683,Gbarnga,LR,6.9956,-9.4722,71.33,99,100,1.95,overcast clouds
684,Kletskaya,RU,49.3145,43.0584,41.63,65,0,4.56,clear sky
685,Senanga,ZM,-16.1167,23.2667,71.33,22,14,6.22,few clouds
686,Phan Thiet,VN,10.9333,108.1,76.24,88,97,2.26,overcast clouds
687,Mogadishu,SO,2.0371,45.3438,77.68,86,67,9.57,broken clouds
688,Glenluce,GB,54.8798,-4.8084,53.06,77,100,28.52,overcast clouds
689,Saint-Francois,FR,46.4154,3.9054,67.44,64,0,9.22,clear sky
690,Albina,SR,5.5,-54.05,78.21,86,81,4.14,broken clouds
691,Bonthe,SL,7.5264,-12.505,76.77,87,99,6.24,overcast clouds
692,Vaitape,PF,-16.5167,-151.75,78.87,67,9,14.7,clear sky
